regio_level,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,p00140,Kaivopuisto - Ullanlinna (Helsinki),Helsinki,91,Kokonaislukema (med.),70.1671001931035,90,Helsingin kaupunki
Postinumeroalueet,p00150,Punavuori - Eira - Hernesaari (Helsinki),Helsinki,91,Työttömät (med.),121.04641839812291,90,Helsingin kaupunki
Postinumeroalueet,p00150,Punavuori - Eira - Hernesaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),76.5772557536967,90,Helsingin kaupunki
Postinumeroalueet,p00150,Punavuori - Eira - Hernesaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),78.64089833088805,90,Helsingin kaupunki
Postinumeroalueet,p00150,Punavuori - Eira - Hernesaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),49.02347522416223,90,Helsingin kaupunki
Postinumeroalueet,p00150,Punavuori - Eira - Hernesaari (Helsinki),Helsinki,91,Kokonaislukema (med.),81.32201192671747,90,Helsingin kaupunki
Postinumeroalueet,p00160,Katajanokka (Helsinki),Helsinki,91,Työttömät (med.),93.01591696113837,90,Helsingin kaupunki
Postinumeroalueet,p00160,Katajanokka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.00582498356597,90,Helsingin kaupunki
Postinumeroalueet,p00160,Katajanokka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),50.53367392152629,90,Helsingin kaupunki
Postinumeroalueet,p00160,Katajanokka (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),54.940169481766496,90,Helsingin kaupunki
Postinumeroalueet,p00160,Katajanokka (Helsinki),Helsinki,91,Kokonaislukema (med.),66.87389633699928,90,Helsingin kaupunki
Postinumeroalueet,p00170,Kruununhaka (Helsinki),Helsinki,91,Työttömät (med.),89.88616141144455,90,Helsingin kaupunki
Postinumeroalueet,p00170,Kruununhaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.30782889028052,90,Helsingin kaupunki
Postinumeroalueet,p00170,Kruununhaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),61.86180792685255,90,Helsingin kaupunki
Postinumeroalueet,p00170,Kruununhaka (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),43.4646389625877,90,Helsingin kaupunki
Postinumeroalueet,p00170,Kruununhaka (Helsinki),Helsinki,91,Kokonaislukema (med.),67.38010929779134,90,Helsingin kaupunki
Postinumeroalueet,p00180,Kamppi - Ruoholahti (Helsinki),Helsinki,91,Työttömät (med.),124.9344269184224,90,Helsingin kaupunki
Postinumeroalueet,p00180,Kamppi - Ruoholahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),86.40065086438533,90,Helsingin kaupunki
Postinumeroalueet,p00180,Kamppi - Ruoholahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),74.70205839093094,90,Helsingin kaupunki
Postinumeroalueet,p00180,Kamppi - Ruoholahti (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),70.12295032775555,90,Helsingin kaupunki
Postinumeroalueet,p00180,Kamppi - Ruoholahti (Helsinki),Helsinki,91,Kokonaislukema (med.),89.04002162537356,90,Helsingin kaupunki
Postinumeroalueet,p00190,Suomenlinna (Helsinki),Helsinki,91,Työttömät (med.),124.98268441872808,90,Helsingin kaupunki
Postinumeroalueet,p00190,Suomenlinna (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),58.29324395518779,90,Helsingin kaupunki
Postinumeroalueet,p00190,Suomenlinna (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),44.98173121627385,90,Helsingin kaupunki
Postinumeroalueet,p00190,Suomenlinna (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),56.823482002168205,90,Helsingin kaupunki
Postinumeroalueet,p00190,Suomenlinna (Helsinki),Helsinki,91,Kokonaislukema (med.),71.27028539808948,90,Helsingin kaupunki
Postinumeroalueet,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Työttömät (med.),85.43974078599791,90,Helsingin kaupunki
Postinumeroalueet,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),60.75614368925517,90,Helsingin kaupunki
Postinumeroalueet,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),57.92302391902558,90,Helsingin kaupunki
Postinumeroalueet,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),41.438450247392524,90,Helsingin kaupunki
Postinumeroalueet,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Kokonaislukema (med.),61.3893396604178,90,Helsingin kaupunki
Postinumeroalueet,p00210,Vattuniemi (Helsinki),Helsinki,91,Työttömät (med.),74.01062475076927,90,Helsingin kaupunki
Postinumeroalueet,p00210,Vattuniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),51.144878634157344,90,Helsingin kaupunki
Postinumeroalueet,p00210,Vattuniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),40.48840244420429,90,Helsingin kaupunki
Postinumeroalueet,p00210,Vattuniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),44.68024374174781,90,Helsingin kaupunki
Postinumeroalueet,p00210,Vattuniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),52.58103739271968,90,Helsingin kaupunki
Postinumeroalueet,p00220,Jätkäsaari (Helsinki),Helsinki,91,Työttömät (med.),103.64696015246994,90,Helsingin kaupunki
Postinumeroalueet,p00220,Jätkäsaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.99505119847375,90,Helsingin kaupunki
Postinumeroalueet,p00220,Jätkäsaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),70.55096661767323,90,Helsingin kaupunki
Postinumeroalueet,p00220,Jätkäsaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),57.631666961257096,90,Helsingin kaupunki
Postinumeroalueet,p00220,Jätkäsaari (Helsinki),Helsinki,91,Kokonaislukema (med.),76.9561612324685,90,Helsingin kaupunki
Postinumeroalueet,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Työttömät (med.),109.34242645109123,90,Helsingin kaupunki
Postinumeroalueet,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.36858477648009,90,Helsingin kaupunki
Postinumeroalueet,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),69.88505022255292,90,Helsingin kaupunki
Postinumeroalueet,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),65.82121868732719,90,Helsingin kaupunki
Postinumeroalueet,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Kokonaislukema (med.),79.85432003436286,90,Helsingin kaupunki
Postinumeroalueet,p00250,Taka-Töölö (Helsinki),Helsinki,91,Työttömät (med.),104.25585877816586,90,Helsingin kaupunki
Postinumeroalueet,p00250,Taka-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.57337539275261,90,Helsingin kaupunki
Postinumeroalueet,p00250,Taka-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),76.43207431655972,90,Helsingin kaupunki
Postinumeroalueet,p00250,Taka-Töölö (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),43.43955966465802,90,Helsingin kaupunki
Postinumeroalueet,p00250,Taka-Töölö (Helsinki),Helsinki,91,Kokonaislukema (med.),74.42521703803405,90,Helsingin kaupunki
Postinumeroalueet,p00260,Keski-Töölö (Helsinki),Helsinki,91,Työttömät (med.),105.72258107947425,90,Helsingin kaupunki
Postinumeroalueet,p00260,Keski-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.95349478744416,90,Helsingin kaupunki
Postinumeroalueet,p00260,Keski-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),65.97527292960582,90,Helsingin kaupunki
Postinumeroalueet,p00260,Keski-Töölö (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),55.737294279872685,90,Helsingin kaupunki
Postinumeroalueet,p00260,Keski-Töölö (Helsinki),Helsinki,91,Kokonaislukema (med.),74.84716076909923,90,Helsingin kaupunki
Postinumeroalueet,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Työttömät (med.),116.1837660413771,90,Helsingin kaupunki
Postinumeroalueet,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.85421936712288,90,Helsingin kaupunki
Postinumeroalueet,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),79.11653029733901,90,Helsingin kaupunki
Postinumeroalueet,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),52.14259003224127,90,Helsingin kaupunki
Postinumeroalueet,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Kokonaislukema (med.),79.32427643452007,90,Helsingin kaupunki
Postinumeroalueet,p00280,Ruskeasuo (Helsinki),Helsinki,91,Työttömät (med.),107.81732010032144,90,Helsingin kaupunki
Postinumeroalueet,p00280,Ruskeasuo (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),88.86103157800743,90,Helsingin kaupunki
Postinumeroalueet,p00280,Ruskeasuo (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),81.25816663948173,90,Helsingin kaupunki
Postinumeroalueet,p00280,Ruskeasuo (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),47.376003571701645,90,Helsingin kaupunki
Postinumeroalueet,p00280,Ruskeasuo (Helsinki),Helsinki,91,Kokonaislukema (med.),81.32813047237805,90,Helsingin kaupunki
Postinumeroalueet,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Työttömät (med.),90.71379384044118,90,Helsingin kaupunki
Postinumeroalueet,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),38.62425389200454,90,Helsingin kaupunki
Postinumeroalueet,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),28.451826517085482,90,Helsingin kaupunki
Postinumeroalueet,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),40.77421047963088,90,Helsingin kaupunki
Postinumeroalueet,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Kokonaislukema (med.),49.64102118229052,90,Helsingin kaupunki
Postinumeroalueet,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Työttömät (med.),136.62131881895763,90,Helsingin kaupunki
Postinumeroalueet,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.0474632582849,90,Helsingin kaupunki
Postinumeroalueet,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),73.2964128718572,90,Helsingin kaupunki
Postinumeroalueet,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),79.12244999278887,90,Helsingin kaupunki
Postinumeroalueet,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Kokonaislukema (med.),90.52191123547216,90,Helsingin kaupunki
Postinumeroalueet,p00310,Kivihaka (Helsinki),Helsinki,91,Työttömät (med.),137.6312773100048,90,Helsingin kaupunki
Postinumeroalueet,p00310,Kivihaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.77758179059318,90,Helsingin kaupunki
Postinumeroalueet,p00310,Kivihaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),71.41522589321407,90,Helsingin kaupunki
Postinumeroalueet,p00310,Kivihaka (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),54.820403272591044,90,Helsingin kaupunki
Postinumeroalueet,p00310,Kivihaka (Helsinki),Helsinki,91,Kokonaislukema (med.),81.66112206660077,90,Helsingin kaupunki
Postinumeroalueet,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Työttömät (med.),103.43648506791081,90,Helsingin kaupunki
Postinumeroalueet,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),68.00420752668617,90,Helsingin kaupunki
Postinumeroalueet,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),82.55586670351197,90,Helsingin kaupunki
Postinumeroalueet,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),49.60941388878589,90,Helsingin kaupunki
Postinumeroalueet,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Kokonaislukema (med.),75.9014932967237,90,Helsingin kaupunki
Postinumeroalueet,p00330,Munkkiniemi (Helsinki),Helsinki,91,Työttömät (med.),79.19679394723573,90,Helsingin kaupunki
Postinumeroalueet,p00330,Munkkiniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),59.112028435337734,90,Helsingin kaupunki
Postinumeroalueet,p00330,Munkkiniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),56.95399982690456,90,Helsingin kaupunki
Postinumeroalueet,p00330,Munkkiniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),45.019065726859175,90,Helsingin kaupunki
Postinumeroalueet,p00330,Munkkiniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),60.07047198408429,90,Helsingin kaupunki
Postinumeroalueet,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Työttömät (med.),82.8801238133615,90,Helsingin kaupunki
Postinumeroalueet,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),76.59110590320606,90,Helsingin kaupunki
Postinumeroalueet,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),34.60192590513997,90,Helsingin kaupunki
Postinumeroalueet,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),55.48286152345743,90,Helsingin kaupunki
Postinumeroalueet,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Kokonaislukema (med.),62.38900428629124,90,Helsingin kaupunki
Postinumeroalueet,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Työttömät (med.),103.92112557589633,90,Helsingin kaupunki
Postinumeroalueet,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.88861222666688,90,Helsingin kaupunki
Postinumeroalueet,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),80.73383834762757,90,Helsingin kaupunki
Postinumeroalueet,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),56.43027903805427,90,Helsingin kaupunki
Postinumeroalueet,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),78.99346379706127,90,Helsingin kaupunki
Postinumeroalueet,p00360,Pajamäki (Helsinki),Helsinki,91,Työttömät (med.),133.1156337040727,90,Helsingin kaupunki
Postinumeroalueet,p00360,Pajamäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),72.61839735541122,90,Helsingin kaupunki
Postinumeroalueet,p00360,Pajamäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),87.49102239212861,90,Helsingin kaupunki
Postinumeroalueet,p00360,Pajamäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),73.25185498211708,90,Helsingin kaupunki
Postinumeroalueet,p00360,Pajamäki (Helsinki),Helsinki,91,Kokonaislukema (med.),91.61922710843241,90,Helsingin kaupunki
Postinumeroalueet,p00370,Reimarla (Helsinki),Helsinki,91,Työttömät (med.),123.72316930435869,90,Helsingin kaupunki
Postinumeroalueet,p00370,Reimarla (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),79.39966080746828,90,Helsingin kaupunki
Postinumeroalueet,p00370,Reimarla (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),76.70088495787203,90,Helsingin kaupunki
Postinumeroalueet,p00370,Reimarla (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),93.59571747968583,90,Helsingin kaupunki
Postinumeroalueet,p00370,Reimarla (Helsinki),Helsinki,91,Kokonaislukema (med.),93.35485813734621,90,Helsingin kaupunki
Postinumeroalueet,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Työttömät (med.),157.89291826121337,90,Helsingin kaupunki
Postinumeroalueet,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.12767870891324,90,Helsingin kaupunki
Postinumeroalueet,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),88.33113066795512,90,Helsingin kaupunki
Postinumeroalueet,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),91.1209394638302,90,Helsingin kaupunki
Postinumeroalueet,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Kokonaislukema (med.),103.11816677547799,90,Helsingin kaupunki
Postinumeroalueet,p00390,Konala (Helsinki),Helsinki,91,Työttömät (med.),139.39485089914552,90,Helsingin kaupunki
Postinumeroalueet,p00390,Konala (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.45472036681483,90,Helsingin kaupunki
Postinumeroalueet,p00390,Konala (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),79.96104069146735,90,Helsingin kaupunki
Postinumeroalueet,p00390,Konala (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),96.59625038766323,90,Helsingin kaupunki
Postinumeroalueet,p00390,Konala (Helsinki),Helsinki,91,Kokonaislukema (med.),97.85171558627273,90,Helsingin kaupunki
Postinumeroalueet,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Työttömät (med.),146.19807813838705,90,Helsingin kaupunki
Postinumeroalueet,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),88.13949543195237,90,Helsingin kaupunki
Postinumeroalueet,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),102.57442072095719,90,Helsingin kaupunki
Postinumeroalueet,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),94.41536590238313,90,Helsingin kaupunki
Postinumeroalueet,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Kokonaislukema (med.),107.83184004841995,90,Helsingin kaupunki
Postinumeroalueet,p00410,Malminkartano (Helsinki),Helsinki,91,Työttömät (med.),164.50539774807945,90,Helsingin kaupunki
Postinumeroalueet,p00410,Malminkartano (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),104.977267350038,90,Helsingin kaupunki
Postinumeroalueet,p00410,Malminkartano (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),101.08464702147306,90,Helsingin kaupunki
Postinumeroalueet,p00410,Malminkartano (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),102.14270214571111,90,Helsingin kaupunki
Postinumeroalueet,p00410,Malminkartano (Helsinki),Helsinki,91,Kokonaislukema (med.),118.1775035663254,90,Helsingin kaupunki
Postinumeroalueet,p00420,Kannelmäki (Helsinki),Helsinki,91,Työttömät (med.),169.30785636610065,90,Helsingin kaupunki
Postinumeroalueet,p00420,Kannelmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),96.939884686343,90,Helsingin kaupunki
Postinumeroalueet,p00420,Kannelmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),105.74696523097442,90,Helsingin kaupunki
Postinumeroalueet,p00420,Kannelmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),116.3357689963728,90,Helsingin kaupunki
Postinumeroalueet,p00420,Kannelmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),122.08261881994771,90,Helsingin kaupunki
Postinumeroalueet,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Työttömät (med.),91.44698044800339,90,Helsingin kaupunki
Postinumeroalueet,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),66.98072359915945,90,Helsingin kaupunki
Postinumeroalueet,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),51.66041100940335,90,Helsingin kaupunki
Postinumeroalueet,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),58.861899203053945,90,Helsingin kaupunki
Postinumeroalueet,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Kokonaislukema (med.),67.23750356490503,90,Helsingin kaupunki
Postinumeroalueet,p00440,Lassila (Helsinki),Helsinki,91,Työttömät (med.),125.95340998751755,90,Helsingin kaupunki
Postinumeroalueet,p00440,Lassila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),85.15748126498279,90,Helsingin kaupunki
Postinumeroalueet,p00440,Lassila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),101.2734552426552,90,Helsingin kaupunki
Postinumeroalueet,p00440,Lassila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),88.8955610646635,90,Helsingin kaupunki
Postinumeroalueet,p00440,Lassila (Helsinki),Helsinki,91,Kokonaislukema (med.),100.31997688995475,90,Helsingin kaupunki
Postinumeroalueet,p00500,Sörnäinen - Harju (Helsinki),Helsinki,91,Työttömät (med.),196.700960967943,90,Helsingin kaupunki
Postinumeroalueet,p00500,Sörnäinen - Harju (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),87.86343993331073,90,Helsingin kaupunki
Postinumeroalueet,p00500,Sörnäinen - Harju (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),108.74636716100872,90,Helsingin kaupunki
Postinumeroalueet,p00500,Sörnäinen - Harju (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),63.05264532913861,90,Helsingin kaupunki
Postinumeroalueet,p00500,Sörnäinen - Harju (Helsinki),Helsinki,91,Kokonaislukema (med.),114.09085334785027,90,Helsingin kaupunki
Postinumeroalueet,p00510,Alppila - Vallila (Helsinki),Helsinki,91,Työttömät (med.),175.69665079784303,90,Helsingin kaupunki
Postinumeroalueet,p00510,Alppila - Vallila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),76.21128972920037,90,Helsingin kaupunki
Postinumeroalueet,p00510,Alppila - Vallila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),98.40237677591871,90,Helsingin kaupunki
