regio_level,Vuosi,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,2021-2023,p00190,Suomenlinna (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),47.8680999957395,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00190,Suomenlinna (Helsinki),Helsinki,91,Työttömät (med.),110.45121301534822,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00190,Suomenlinna (Helsinki),Helsinki,91,Kokonaislukema (med.),68.59840038878828,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),42.00331830263788,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),59.7100478905129,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),59.041670621966425,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Työttömät (med.),78.66040579419386,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00200,Pohjois-Lauttasaari (Helsinki),Helsinki,91,Kokonaislukema (med.),59.85386065232777,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00210,Vattuniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),46.254797757773254,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00210,Vattuniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),51.3224063753268,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00210,Vattuniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),40.535701018888545,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00210,Vattuniemi (Helsinki),Helsinki,91,Työttömät (med.),69.72196919487169,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00210,Vattuniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),51.95871858671507,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00220,Jätkäsaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),63.433757236076495,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00220,Jätkäsaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),76.25960020897075,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00220,Jätkäsaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),71.9144074077453,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00220,Jätkäsaari (Helsinki),Helsinki,91,Työttömät (med.),107.21783922659627,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00220,Jätkäsaari (Helsinki),Helsinki,91,Kokonaislukema (med.),79.7064010198472,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),67.19067015825418,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.0935329208833,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),70.09721232071645,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Työttömät (med.),105.87944144258515,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00240,Länsi-Pasila (Helsinki),Helsinki,91,Kokonaislukema (med.),79.31521421060978,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00250,Taka-Töölö (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),44.67260486653723,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00250,Taka-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.71724435015723,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00250,Taka-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),77.71602577260983,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00250,Taka-Töölö (Helsinki),Helsinki,91,Työttömät (med.),95.95783812424563,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00250,Taka-Töölö (Helsinki),Helsinki,91,Kokonaislukema (med.),73.01592827838748,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00260,Keski-Töölö (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),56.262100782926574,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00260,Keski-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.98519825477295,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00260,Keski-Töölö (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),65.1428460162695,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00260,Keski-Töölö (Helsinki),Helsinki,91,Työttömät (med.),100.47910460530431,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00260,Keski-Töölö (Helsinki),Helsinki,91,Kokonaislukema (med.),73.46731241481834,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),52.79434817933796,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.36840997082396,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),80.64867001120516,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Työttömät (med.),109.44018028144436,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00270,Pohjois-Meilahti (Helsinki),Helsinki,91,Kokonaislukema (med.),78.06290211070285,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00280,Ruskeasuo (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),47.463674100041246,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00280,Ruskeasuo (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),89.71424127727308,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00280,Ruskeasuo (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),83.27370009646623,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00280,Ruskeasuo (Helsinki),Helsinki,91,Työttömät (med.),105.2731133447466,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00280,Ruskeasuo (Helsinki),Helsinki,91,Kokonaislukema (med.),81.4311822046318,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),57.65843074400707,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),47.095224637221946,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),37.84954129001574,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Työttömät (med.),94.069809410326,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00290,Meilahden sairaala-alue (Helsinki),Helsinki,91,Kokonaislukema (med.),59.16825152039269,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),82.63148253740506,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.39280578735759,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),76.11263092492031,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Työttömät (med.),130.87462857468657,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00300,Pikku Huopalahti (Helsinki),Helsinki,91,Kokonaislukema (med.),90.7528869560924,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00310,Kivihaka (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),53.024322841332484,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00310,Kivihaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),58.570764040140155,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00310,Kivihaka (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),70.32040531892035,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00310,Kivihaka (Helsinki),Helsinki,91,Työttömät (med.),138.03978895580792,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00310,Kivihaka (Helsinki),Helsinki,91,Kokonaislukema (med.),79.98882028905022,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),50.22000673138578,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),68.40282003815236,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),84.79795506631301,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Työttömät (med.),100.86431713441104,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00320,Etelä-Haaga (Helsinki),Helsinki,91,Kokonaislukema (med.),76.07127474256555,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00330,Munkkiniemi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),45.45819532647856,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00330,Munkkiniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),58.53769841201969,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00330,Munkkiniemi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),56.93978215503981,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00330,Munkkiniemi (Helsinki),Helsinki,91,Työttömät (med.),76.54584148978574,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00330,Munkkiniemi (Helsinki),Helsinki,91,Kokonaislukema (med.),59.37037934583095,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),57.857623225985954,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.51282825235288,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),34.544220756523245,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Työttömät (med.),79.77392337739641,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00340,Kuusisaari - Lehtisaari (Helsinki),Helsinki,91,Kokonaislukema (med.),61.42214890306462,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),58.316845086752465,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),76.09651765312631,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),82.31445304651122,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Työttömät (med.),107.65068408133422,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00350,Munkkivuori - Niemenmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),81.09462496693106,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00360,Pajamäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),73.23484736345641,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00360,Pajamäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.58639780207704,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00360,Pajamäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),89.88149709187108,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00360,Pajamäki (Helsinki),Helsinki,91,Työttömät (med.),139.67848968907438,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00360,Pajamäki (Helsinki),Helsinki,91,Kokonaislukema (med.),94.34530798661973,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00370,Reimarla (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),97.47772458792848,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00370,Reimarla (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),79.80461883186408,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00370,Reimarla (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),79.11230921755931,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00370,Reimarla (Helsinki),Helsinki,91,Työttömät (med.),128.032128151549,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00370,Reimarla (Helsinki),Helsinki,91,Kokonaislukema (med.),96.1066951972252,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),94.39893421728776,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.88471419135982,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),89.13951187355318,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Työttömät (med.),164.5103417059183,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00380,Pitäjänmäen yritysalue (Helsinki),Helsinki,91,Kokonaislukema (med.),105.98337549702978,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00390,Konala (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),101.32751459592943,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00390,Konala (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),77.94315725515145,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00390,Konala (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),83.40783116558453,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00390,Konala (Helsinki),Helsinki,91,Työttömät (med.),138.89359212529908,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00390,Konala (Helsinki),Helsinki,91,Kokonaislukema (med.),100.39302378549112,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),98.34899121493267,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),86.40228079897221,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),105.52502434122178,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Työttömät (med.),146.1087204436357,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00400,Pohjois-Haaga (Helsinki),Helsinki,91,Kokonaislukema (med.),109.09625419969058,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00410,Malminkartano (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),109.56049859681349,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00410,Malminkartano (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),106.68141258380024,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00410,Malminkartano (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),106.4305079674994,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00410,Malminkartano (Helsinki),Helsinki,91,Työttömät (med.),167.44055012910596,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00410,Malminkartano (Helsinki),Helsinki,91,Kokonaislukema (med.),122.52824231930478,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00420,Kannelmäki (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),122.21549820618594,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00420,Kannelmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),100.2384096088887,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00420,Kannelmäki (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),110.9316175832259,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00420,Kannelmäki (Helsinki),Helsinki,91,Työttömät (med.),172.7943766354391,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00420,Kannelmäki (Helsinki),Helsinki,91,Kokonaislukema (med.),126.54497550843492,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),59.68088004461336,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),65.34248119194987,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Alimpaan tuloluokkaan kuuluvat taloudet (med.),51.37013999782768,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Työttömät (med.),86.60677651932819,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00430,Maununneva - Kuninkaantammi (Helsinki),Helsinki,91,Kokonaislukema (med.),65.75006943842978,90,Helsingin kaupunki
Postinumeroalueet,2021-2023,p00440,Lassila (Helsinki),Helsinki,91,Peruskoulutuksen omaavat (med.),91.01049376899552,90,Helsingin kaupunki
